"des_plan","anio_apertura_expediente","abandona","convocatoria_acceso","des_acceso","sexo","municipio","anio_nacimiento_interval","1st_model","scholarship","cum_absent_ratio","cum_pass_ratio","nota_admision_def","expediente","cod_plan"
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","JUN","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.2222222222222222,6.226,139,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.5555555555555556,0.1111111111111111,5.796,142,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.6,0.1,5.33,143,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.5,0,5.35,144,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.8,0,8.608,152,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2012-13","1","SEP","Selectividad","H","AZUAGA","(1985.0, 1990.0]",1,"N",0.5454545454545454,0.0909090909090909,5.23,153,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","0","JUN","Selectividad","D","MADRIGALEJO","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.4285714285714285,11.136,169,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","1","JUN","Selectividad","H","RONDA","(1990.0, 1995.0]",1,"N",0.3,0.1,5.04,173,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.625,0,5.82,182,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","1","SEP","Formación Profesional","H","CACABELOS","(1985.0, 1990.0]",1,"N",0,0,5.9,203,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2013-14","1","SEP","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.3,0,6.582,208,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","0","JUN","Selectividad","D","QUINTANA DE LA SERENA","(1995.0, 2000.0]",0,"N",0.25,0.375,8.074,233,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","1","JUN","Selectividad","H","MADRIGALEJO","(1990.0, 1995.0]",1,"N",0.5,0.1,6.606,235,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","1","JUN","Formación Profesional","D","CHIPIONA","(1985.0, 1990.0]",1,"N",1,0,5.6,236,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","0","SEP","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.7,0.1,6.328,239,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","1","JUN","Selectividad","H","MONTEHERMOSO","(1990.0, 1995.0]",1,"S",0.7,0,7.118,240,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2014-15","0","SEP","Selectividad","H","ZALAMEA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.2222222222222222,0.2222222222222222,7.054,251,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","1","JUN","Selectividad","H","ZARZA LA MAYOR","(1995.0, 2000.0]",1,"N",0.3333333333333333,0.1111111111111111,7.532,288,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0,0.7142857142857143,7.676,290,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","1","JUN","Selectividad","H","LLERENA","(1990.0, 1995.0]",1,"N",0.9166666666666666,0,6.542,292,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","1","JUN","Selectividad","D","VILLAFRANCA DE LOS BARROS","(1995.0, 2000.0]",0,"S",0.5,0.25,7.26,293,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2015-16","1","JUN","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"N",0.375,0.125,5.792,300,1624
"GRADO EN INGENIERÍA CIVIL - HIDROLOGÍA","2016-17","1","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0.25,0.375,7.94,310,1624
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0.2222222222222222,0.2222222222222222,6.57,7,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"S",0.5,0,5.96,15,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Selectividad","D","ORELLANA LA VIEJA","(1990.0, 1995.0]",0,"S",0,0.3333333333333333,7.39,19,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.1111111111111111,5.41,20,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.4,0.1,5.06,21,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",0,"S",0.25,0.375,6.53,23,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.4285714285714285,5.93,24,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","JUN","Formación Profesional","H","CARTAGENA","(1985.0, 1990.0]",1,"N",0.125,0.25,5.8,29,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.8,0,5.09,31,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","FREGENAL DE LA SIERRA","(1990.0, 1995.0]",1,"S",0.75,0.25,5.39,32,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"S",0.3333333333333333,0.2222222222222222,5.51,33,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.1111111111111111,5.47,34,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"S",0.2,0.1,5.29,37,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"S",0.25,0.375,6.07,40,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.6,0,5.35,42,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","D","OLIVENZA","(1990.0, 1995.0]",1,"S",0.2,0,5.09,44,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","SEP","Selectividad","D","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",0.1428571428571428,0.5714285714285714,5.55,51,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","0","SEP","Selectividad","H","DONOSTIA-SAN SEBASTIÁN","(1990.0, 1995.0]",1,"S",0.25,0.375,5.14,52,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","TORREORGAZ","(1985.0, 1990.0]",1,"S",0.3,0,5.19,55,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","H","NAVALVILLAR DE PELA","(1985.0, 1990.0]",1,"N",0.6,0.1,5.22,56,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2008-09","1","JUN","Selectividad","D","CÁCERES","(1985.0, 1990.0]",1,"N",0.2222222222222222,0.2222222222222222,6.13,60,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",0,"N",0,0.8333333333333334,8.38,68,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","VILANOVA I LA GELTRÚ","(1990.0, 1995.0]",0,"S",0.1428571428571428,0.4285714285714285,6.728,69,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Selectividad","H","PUEBLA DE SANCHO PÉREZ","(1990.0, 1995.0]",1,"S",0.2,0.2,6.02,72,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0,0.6666666666666666,6.328,73,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0.1666666666666666,0.6666666666666666,6.684,74,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Selectividad","H","MADRIGALEJO","(1985.0, 1990.0]",1,"S",0.25,0.375,5.272,75,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Selectividad","D","BURGUILLOS DEL CERRO","(1990.0, 1995.0]",0,"S",0.8,0,7.55,78,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","JUN","Formación Profesional","D","CHIPIONA","(1985.0, 1990.0]",1,"N",0.6,0.1,5.6,80,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.2307692307692307,0.1538461538461538,5.47,82,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.5,0.375,5.736,86,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.4444444444444444,0.1111111111111111,5.736,90,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","SEP","Selectividad","H","JARAÍZ DE LA VERA","(1985.0, 1990.0]",1,"N",0.6666666666666666,0,5.29,91,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2009-10","1","JUN","Selectividad","D","TRUJILLO","(1985.0, 1990.0]",1,"N",0.8,0,6.99,96,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0,1,13.464,99,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"N",0.1666666666666666,0.8333333333333334,11.276,109,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","JUN","Selectividad","D","PLASENCIA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.3333333333333333,7.246,111,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","JUN","Selectividad","H","PIORNAL","(1990.0, 1995.0]",1,"N",0.2857142857142857,0.4285714285714285,6.054,117,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.6666666666666666,0.3333333333333333,5.822,120,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","0","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.1428571428571428,0.5714285714285714,5.442,123,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"S",0.375,0.25,5.624,124,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","D","CAMPANARIO","(1990.0, 1995.0]",1,"N",0.4,0.1,6.228,125,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","H","CAMPANARIO","(1990.0, 1995.0]",1,"S",0.3,0,5.482,132,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.1111111111111111,0.1111111111111111,5.4,137,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","JUN","Selectividad","H","VILLANUEVA DE LA SERENA","(1985.0, 1990.0]",1,"N",0.75,0.25,6.83,145,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2010-11","0","SEP","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.5,0.1,5.71,149,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.5714285714285714,11.678,151,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Selectividad","H","ZAHÍNOS","(1990.0, 1995.0]",1,"S",0.5,0.25,6.994,154,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","0","JUN","Selectividad","H","LLERENA","(1990.0, 1995.0]",0,"N",0.7777777777777778,0.1111111111111111,6.542,159,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Formación Profesional","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.2222222222222222,6.55,172,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Formación Profesional","H","MONTÁNCHEZ","(1985.0, 1990.0]",1,"S",0.5555555555555556,0.1111111111111111,6.45,173,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Formación Profesional","H","AZUAGA","(1985.0, 1990.0]",1,"S",0.5555555555555556,0.1111111111111111,5.63,174,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Selectividad","H","CAÑAMERO","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.1111111111111111,7.004,176,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","SEP","Selectividad","H","ZAHÍNOS","(1990.0, 1995.0]",1,"S",0.6,0,8.696,177,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2012-13","1","JUN","Selectividad","H","PERALEDA DE LA MATA","(1990.0, 1995.0]",1,"N",0.25,0.25,5.706,180,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","0","JUN","Formación Profesional","D","MÉRIDA","(1990.0, 1995.0]",0,"S",0.2727272727272727,0.1818181818181818,7.88,208,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","1","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.6666666666666666,0,6.392,209,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","0","JUN","Selectividad","H","ARROYO DE LA LUZ","(1990.0, 1995.0]",0,"N",0.2857142857142857,0.5714285714285714,8.846,211,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.6666666666666666,0.1666666666666666,6.49,218,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","1","SEP","Selectividad","H","PONFERRADA","(1980.0, 1985.0]",1,"N",0.4,0.3,6.07,240,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","0","SEP","Selectividad","H","SANTA AMALIA","(1985.0, 1990.0]",1,"N",0.25,0.125,5.376,241,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","1","JUN","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",1,0,5.61,250,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2013-14","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",1,0,6.47,252,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","1","SEP","Selectividad","H","MÉRIDA","(1985.0, 1990.0]",1,"N",1,0,5.636,274,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","0","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.2,0.2,7.019,276,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","1","JUN","Selectividad","H","MONTEHERMOSO","(1995.0, 2000.0]",1,"S",0.25,0.375,7.208,277,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","0","JUN","Formación Profesional","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.2857142857142857,0.4285714285714285,6.44,279,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","0","SEP","Selectividad","H","MEDELLÍN","(1990.0, 1995.0]",1,"N",0.3333333333333333,0,5.422,302,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2014-15","1","JUN","Selectividad","D","JEREZ DE LOS CABALLEROS","(1980.0, 1985.0]",1,"N",0.8333333333333334,0,5.96,317,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2015-16","0","JUN","Selectividad","D","MÉRIDA","(1995.0, 2000.0]",0,"S",0.3333333333333333,0.3333333333333333,8.75,330,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2015-16","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.6,0,5.518,340,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2015-16","1","EXT","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.4444444444444444,0.1111111111111111,5.486,351,1625
"GRADO EN INGENIERÍA CIVIL - TRANSPORTES Y SERVICIOS URBANOS","2016-17","0","JUN","Selectividad","H","HIGUERA DE LA SERENA","(1980.0, 1985.0]",1,"N",1,0,6.47,371,1625
"GRADO EN EDIFICACIÓN","2009-10","0","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",0,"N",0,0.4285714285714285,6.13,30,1626
"GRADO EN EDIFICACIÓN","2009-10","0","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",0,"N",0,0.4285714285714285,6.53,50,1626
"GRADO EN EDIFICACIÓN","2009-10","0","JUN","Selectividad","H","PUEBLA DE LA CALZADA","(1990.0, 1995.0]",0,"N",0.1428571428571428,0.7142857142857143,7.18,82,1626
"GRADO EN EDIFICACIÓN","2009-10","1","JUN","Selectividad","D","SEVILLA","(1990.0, 1995.0]",1,"S",0,0.4285714285714285,8.23,106,1626
"GRADO EN EDIFICACIÓN","2010-11","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"N",0,0.6666666666666666,6.95,241,1626
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"S",0.6666666666666666,0.1111111111111111,8.47,304,1626
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","VALDELACALZADA","(1985.0, 1990.0]",1,"S",0.7,0.1,5.07,308,1626
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.8,0,5.43,338,1626
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","CASAR DE CÁCERES","(1990.0, 1995.0]",1,"S",0.5714285714285714,0.4285714285714285,6.444,346,1626
"GRADO EN EDIFICACIÓN","2010-11","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.4,0.1,6.914,355,1626
"GRADO EN EDIFICACIÓN","2009-10","1","JUN","Selectividad","H","LOS SANTOS DE MAIMONA","(1985.0, 1990.0]",1,"N",0.6666666666666666,0,5.9,392,1626
"GRADO EN EDIFICACIÓN","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.6,0,5.318,878,1626
"GRADO EN EDIFICACIÓN","2011-12","1","JUN","Selectividad","H","ZAHÍNOS","(1990.0, 1995.0]",1,"S",0.7,0,7.472,887,1626
"GRADO EN EDIFICACIÓN","2011-12","0","JUN","Selectividad","D","MÉRIDA","(1990.0, 1995.0]",1,"S",0,0.5,8.086,912,1626
"GRADO EN EDIFICACIÓN","2011-12","0","JUN","Formación Profesional","D","TIETAR","(1985.0, 1990.0]",1,"S",0.3,0.3,6.75,924,1626
"GRADO EN EDIFICACIÓN","2011-12","1","JUN","Selectividad","D","CÁCERES","(1990.0, 1995.0]",1,"N",0.1111111111111111,0.3333333333333333,6.1,928,1626
"GRADO EN EDIFICACIÓN","2011-12","0","SEP","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.3333333333333333,6.478,944,1626
"GRADO EN EDIFICACIÓN","2011-12","0","SEP","Selectividad","H","CASAR DE CÁCERES","(1990.0, 1995.0]",1,"N",0.2,0.3,6.06,948,1626
"GRADO EN EDIFICACIÓN","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.4,0.1,5.9,951,1626
"GRADO EN EDIFICACIÓN","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",1,0,5.46,956,1626
"GRADO EN EDIFICACIÓN","2011-12","1","SEP","Selectividad","D","ARROYO DE LA LUZ","(1990.0, 1995.0]",1,"S",0.2,0,7.954,960,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","ALBURQUERQUE","(1990.0, 1995.0]",0,"N",0.1428571428571428,0.7142857142857143,9.596,1189,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","HUELVA","(1985.0, 1990.0]",1,"N",0.6,0.1,7.3,1200,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","RIBERA DEL FRESNO","(1990.0, 1995.0]",0,"N",0.2222222222222222,0.2222222222222222,8.628,1202,1626
