"des_plan","anio_apertura_expediente","abandona","convocatoria_acceso","des_acceso","sexo","municipio","anio_nacimiento_interval","1st_model","scholarship","cum_absent_ratio","cum_pass_ratio","nota_admision_def","expediente","cod_plan"
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","TRUJILLO","(1990.0, 1995.0]",0,"S",0,0.375,10.64,1203,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","RIBERA DEL FRESNO","(1990.0, 1995.0]",0,"S",0,0.5,7.678,1204,1626
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.1111111111111111,0.1111111111111111,5.792,1207,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","SIERRA DE FUENTES","(1990.0, 1995.0]",0,"S",0.1428571428571428,0.4285714285714285,7.106,1209,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",0,"S",0,0.375,8.064,1211,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","VILLAR DEL REY","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.3333333333333333,6.144,1212,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","ARROYO DE LA LUZ","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.5714285714285714,8.922,1213,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","PLASENCIA","(1985.0, 1990.0]",1,"S",0.5,0.0833333333333333,5.75,1214,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","CORIA","(1985.0, 1990.0]",1,"S",0.3,0.3,7.25,1215,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","D","DON BENITO","(1975.0, 1980.0]",1,"N",0.25,0.375,6.3,1217,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","D","CÁCERES","(1985.0, 1990.0]",1,"S",0.2727272727272727,0.0909090909090909,5.5,1219,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","MADRID","(1990.0, 1995.0]",0,"S",0.25,0.375,6.914,1220,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","PLASENCIA","(1985.0, 1990.0]",1,"S",0.6363636363636364,0.1818181818181818,7.25,1221,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","D","PLASENCIA","(1990.0, 1995.0]",1,"S",0.4,0.1,5.682,1222,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","D","CÁCERES","(1990.0, 1995.0]",0,"N",0.5555555555555556,0.1111111111111111,6.9,1227,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"S",0.5,0,5.642,1228,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.5714285714285714,8.46,1238,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Formación Profesional","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.4444444444444444,0.2222222222222222,5.18,1248,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","D","VALLE DE LA SERENA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.2222222222222222,5.564,1251,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.5714285714285714,9.524,1255,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.7272727272727273,0.0909090909090909,6.38,1260,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","H","GUADALUPE","(1990.0, 1995.0]",0,"S",0.2222222222222222,0.2222222222222222,7.29,1262,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","PLASENCIA","(1990.0, 1995.0]",0,"N",0.4,0.3,6.504,1269,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Formación Profesional","H","CASTUERA","(1985.0, 1990.0]",1,"S",0.2727272727272727,0.3636363636363636,5.5,1273,1626
"GRADO EN EDIFICACIÓN","2012-13","0","JUN","Selectividad","D","MADRID","(1990.0, 1995.0]",1,"N",0.4,0.1,5.671,1280,1626
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.2222222222222222,7.086,1282,1626
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","D","CABEZA DEL BUEY","(1990.0, 1995.0]",0,"S",0.4,0.2,7.242,1283,1626
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.2222222222222222,6.778,1286,1626
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","H","CABEZA DEL BUEY","(1990.0, 1995.0]",0,"N",0.2222222222222222,0.3333333333333333,5.118,1288,1626
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","D","MONTIJO","(1990.0, 1995.0]",1,"N",0.5,0,7.124,1289,1626
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","D","CAMPANARIO","(1990.0, 1995.0]",1,"N",0.5555555555555556,0.2222222222222222,6.228,1290,1626
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","D","PLASENCIA","(1985.0, 1990.0]",1,"N",0.9,0,6.464,1292,1626
"GRADO EN EDIFICACIÓN","2012-13","1","ENE","Formación Profesional","D","CÁCERES","(1985.0, 1990.0]",1,"N",0.7,0,5.5,1294,1626
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Formación Profesional","H","CORIA","(1985.0, 1990.0]",1,"N",0.625,0.25,6.42,1295,1626
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","D","MALPARTIDA DE CÁCERES","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.6666666666666666,8.6,1300,1626
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","H","QUINTANA DE LA SERENA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.4444444444444444,8.348,1301,1626
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","D","CECLAVÍN","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.2222222222222222,8.268,1302,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Selectividad","D","BERZOCANA","(1990.0, 1995.0]",1,"N",0.3,0.1,6.124,1303,1626
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0,0.5,9.986,1304,1626
"GRADO EN EDIFICACIÓN","2012-13","1","JUN","Formación Profesional","D","BARAKALDO","(1985.0, 1990.0]",1,"N",0.25,0.375,6.3,1305,1626
"GRADO EN EDIFICACIÓN","2012-13","0","SEP","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"S",0.375,0.375,6.076,1307,1626
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",1,0,5.36,1308,1626
"GRADO EN EDIFICACIÓN","2012-13","1","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.3,0,5.092,1310,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","D","CÁCERES","(1990.0, 1995.0]",1,"S",0.375,0.375,5.8,1322,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","D","FUENTE DEL MAESTRE","(1990.0, 1995.0]",0,"N",0.4444444444444444,0.1111111111111111,6.204,1329,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","ZAFRA","(1990.0, 1995.0]",1,"N",0.2857142857142857,0.4285714285714285,5.724,1331,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","D","BERLANGA","(1990.0, 1995.0]",0,"S",0.2857142857142857,0.4285714285714285,5.976,1342,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","MONTERRUBIO DE LA SERENA","(1990.0, 1995.0]",0,"S",0.2222222222222222,0.3333333333333333,8.546,1346,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","D","ACEUCHAL","(1990.0, 1995.0]",0,"N",0,0.4285714285714285,5.34,1350,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","JEREZ DE LOS CABALLEROS","(1990.0, 1995.0]",0,"S",0.25,0.375,6.926,1353,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","D","CABEZA DEL BUEY","(1990.0, 1995.0]",0,"S",0.2222222222222222,0.3333333333333333,6.55,1357,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","ZALAMEA DE LA SERENA","(1990.0, 1995.0]",1,"S",0.5,0.1,6.808,1361,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.2222222222222222,7,1362,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Formación Profesional","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.1666666666666666,0.6666666666666666,7.77,1365,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",0,"N",1,0,9.032,1366,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.5555555555555556,0.2222222222222222,5.73,1369,1626
"GRADO EN EDIFICACIÓN","2013-14","0","SEP","Selectividad","D","LAS PALMAS DE GRAN CANARIA","(1990.0, 1995.0]",0,"N",0.5,0.2,5.421,1373,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Formación Profesional","H","GRANOLLERS","(1990.0, 1995.0]",1,"S",0.7777777777777778,0.1111111111111111,6.23,1376,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.25,0.25,5.13,1379,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","VILLAFRANCA DE LOS BARROS","(1990.0, 1995.0]",1,"N",0.9,0,5.468,1381,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","BADAJOZ","(1985.0, 1990.0]",1,"S",0.2,0.4,6.5,1382,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Formación Profesional","H","CORIA","(1990.0, 1995.0]",1,"N",0.5,0.25,6.54,1383,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Formación Profesional","H","CASATEJADA","(1990.0, 1995.0]",0,"S",0.5,0,7.77,1384,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","ZALAMEA DE LA SERENA","(1985.0, 1990.0]",1,"S",0.25,0.375,6.54,1385,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",0,"S",0,0.4285714285714285,7.782,1386,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.5,0.1,8.148,1421,1626
"GRADO EN EDIFICACIÓN","2013-14","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.8,0,5.382,1429,1626
"GRADO EN EDIFICACIÓN","2013-14","1","SEP","Selectividad","H","MIRANDILLA","(1990.0, 1995.0]",1,"S",1,0,6.86,1432,1626
"GRADO EN EDIFICACIÓN","2013-14","0","JUN","Formación Profesional","H","QUINTANA DE LA SERENA","(1990.0, 1995.0]",1,"S",0.6666666666666666,0.3333333333333333,6.15,1438,1626
"GRADO EN EDIFICACIÓN","2013-14","1","SEP","Selectividad","H","OLIVA DE LA FRONTERA","(1990.0, 1995.0]",1,"S",0.6666666666666666,0.1111111111111111,6.583,1441,1626
"GRADO EN EDIFICACIÓN","2014-15","1","SEP","Formación Profesional","H","MATARÓ","(1990.0, 1995.0]",1,"N",0.2857142857142857,0.1428571428571428,5.77,1485,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","CORIA","(1990.0, 1995.0]",1,"S",0.6666666666666666,0.1111111111111111,6.82,1493,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Selectividad","H","BADAJOZ","(1995.0, 2000.0]",0,"S",0.2857142857142857,0.4285714285714285,10.072,1494,1626
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","MALPARTIDA DE CÁCERES","(1995.0, 2000.0]",0,"N",0.3333333333333333,0.3333333333333333,6.96,1496,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","SANTA AMALIA","(1990.0, 1995.0]",1,"N",0.3333333333333333,0.2222222222222222,5.85,1507,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Selectividad","H","CORIA","(1995.0, 2000.0]",1,"S",0,0.5714285714285714,6.578,1509,1626
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","VILLAFRANCA DE LOS BARROS","(1995.0, 2000.0]",0,"N",0,0.7142857142857143,8.458,1511,1626
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.4285714285714285,0.5714285714285714,9.522,1512,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.3,0.2,6.23,1516,1626
"GRADO EN EDIFICACIÓN","2014-15","1","SEP","Selectividad","D","MÉRIDA","(1990.0, 1995.0]",1,"N",0.5,0.25,5.526,1519,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Selectividad","H","CAÑAVERAL","(1995.0, 2000.0]",1,"N",0.8,0,6.444,1531,1626
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","D","CASAS DE DON PEDRO","(1995.0, 2000.0]",0,"S",0,0.1111111111111111,7.072,1532,1626
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"S",0.125,0.25,8.574,1535,1626
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","H","MORALEJA","(1995.0, 2000.0]",0,"N",0.3333333333333333,0.6666666666666666,6.008,1547,1626
"GRADO EN EDIFICACIÓN","2014-15","0","JUN","Selectividad","D","CORIA","(1990.0, 1995.0]",1,"N",0.4,0.1,6.611,1555,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","SANTA AMALIA","(1985.0, 1990.0]",1,"S",0.5,0.375,6.46,1559,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","ACEITUNA","(1990.0, 1995.0]",1,"N",0.8888888888888888,0.1111111111111111,6.46,1560,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Formación Profesional","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.625,0,5.38,1564,1626
"GRADO EN EDIFICACIÓN","2014-15","0","EXT","Selectividad","H","VILLAR DEL PEDROSO","(1995.0, 2000.0]",0,"N",0.3,0,7.806,1566,1626
"GRADO EN EDIFICACIÓN","2014-15","0","EXT","Selectividad","H","MÉRIDA","(1995.0, 2000.0]",1,"S",0.375,0.25,6.718,1569,1626
"GRADO EN EDIFICACIÓN","2014-15","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.6,0.1,6.596,1570,1626
"GRADO EN EDIFICACIÓN","2014-15","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.5714285714285714,0.4285714285714285,6.47,1571,1626
"GRADO EN EDIFICACIÓN","2015-16","1","JUN","Selectividad","H","CASAS DE DON PEDRO","(1995.0, 2000.0]",0,"S",0.5555555555555556,0.1111111111111111,7.974,1611,1626
"GRADO EN EDIFICACIÓN","2015-16","0","JUN","Selectividad","D","ACEUCHAL","(1995.0, 2000.0]",0,"S",0.1666666666666666,0.8333333333333334,7.978,1629,1626
"GRADO EN EDIFICACIÓN","2015-16","1","EXT","Selectividad","H","CÁCERES","(1995.0, 2000.0]",1,"N",0.6,0,5.09,1634,1626
"GRADO EN EDIFICACIÓN","2015-16","1","EXT","Selectividad","H","CÁCERES","(1995.0, 2000.0]",1,"N",0.1428571428571428,0.4285714285714285,5.206,1635,1626
"GRADO EN EDIFICACIÓN","2015-16","0","EXT","Selectividad","H","TALAYUELA","(1995.0, 2000.0]",0,"S",0.125,0.5,6.75,1636,1626
"GRADO EN EDIFICACIÓN","2015-16","1","SEP","Formación Profesional","H","MALPARTIDA DE CÁCERES","(1985.0, 1990.0]",1,"N",0.375,0.125,5.85,1638,1626
"GRADO EN EDIFICACIÓN","2016-17","0","JUN","Selectividad","D","SIERRA DE FUENTES","(1995.0, 2000.0]",0,"S",0,0.4444444444444444,8.4,1664,1626
"GRADO EN EDIFICACIÓN","2016-17","0","JUN","Selectividad","H","CÁCERES","(1995.0, 2000.0]",0,"N",0.125,0.5,9.668,1667,1626
"GRADO EN EDIFICACIÓN","2016-17","0","JUN","Selectividad","D","TALAYUELA","(1995.0, 2000.0]",0,"S",0,0.625,5.836,1675,1626
"GRADO EN EDIFICACIÓN","2016-17","0","JUN","Selectividad","D","BÉJAR","(1995.0, 2000.0]",1,"N",0,0.5714285714285714,5.691,1687,1626
"GRADO EN EDIFICACIÓN","2016-17","0","EXT","Selectividad","H","GARROVILLAS DE ALCONÉTAR","(1995.0, 2000.0]",0,"N",0.2,0.1,5.368,1691,1626
"GRADO EN EDIFICACIÓN","2016-17","0","EXT","Selectividad","D","MIAJADAS","(1995.0, 2000.0]",0,"S",0.125,0.625,7.674,1694,1626
"GRADO EN EDIFICACIÓN","2016-17","1","EXT","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.5555555555555556,0.1111111111111111,5.152,1695,1626
"GRADO EN EDIFICACIÓN","2016-17","1","JUN","Selectividad","H","ALCONCHEL","(1995.0, 2000.0]",1,"S",0,0.3333333333333333,5.816,1699,1626
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","H","RISCO","(1990.0, 1995.0]",1,"S",1,0,7.322,8,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"S",0,1,9.456,18,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","H","PUEBLA DE LA CALZADA","(1990.0, 1995.0]",1,"S",0.6,0,6.974,20,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","D","QUINTANA DE LA SERENA","(1990.0, 1995.0]",1,"S",0.5,0,6.266,27,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Selectividad","H","CASTILBLANCO","(1990.0, 1995.0]",1,"S",0,0.7142857142857143,7.389,28,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","SEP","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.4444444444444444,0.1111111111111111,5.822,33,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","SEP","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",0.5,0,5.722,37,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","SEP","Selectividad","H","MADRID","(1985.0, 1990.0]",1,"N",0.8,0,5.02,43,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2010-11","1","JUN","Formación Profesional","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.7,0,6,50,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.6,0,6.368,54,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Formación Profesional","H","MONTEHERMOSO","(1985.0, 1990.0]",1,"S",1,0,6.82,58,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.8,0,6.16,64,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",0.9,0,5.796,68,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.3,0,6.918,69,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.8,0.1,5.676,75,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","TORRE DE MIGUEL SESMERO","(1990.0, 1995.0]",1,"N",0.9,0,5.968,79,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.2,0.1,5.806,89,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","MONTÁNCHEZ","(1990.0, 1995.0]",1,"S",0.5,0.1,6.536,91,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"N",0.8,0.1,7.11,93,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","0","SEP","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.2,0.2,6.192,96,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","ZAFRA","(1990.0, 1995.0]",1,"S",0.2,0,6.49,100,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.1111111111111111,0.1111111111111111,7.504,101,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","JUN","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"N",0.8571428571428571,0,5.72,104,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",1,0,5.33,105,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.9,0,5.04,106,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","ORELLANA LA VIEJA","(1990.0, 1995.0]",1,"N",1,0,5.206,115,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","MONTIJO","(1990.0, 1995.0]",1,"S",0.6,0,6.506,116,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2011-12","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.8,0,5.154,124,1627
