"des_plan","anio_apertura_expediente","abandona","convocatoria_acceso","des_acceso","sexo","municipio","anio_nacimiento_interval","1st_model","scholarship","cum_absent_ratio","cum_pass_ratio","nota_admision_def","expediente","cod_plan"
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","MADRID","(1990.0, 1995.0]",0,"S",0,0.8333333333333334,9.144,129,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","HERGUIJUELA","(1990.0, 1995.0]",1,"S",0,0.5,8.33,133,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"N",0,0.375,7.482,137,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","PALENCIA","(1980.0, 1985.0]",0,"N",0.2222222222222222,0.2222222222222222,6.186,139,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","PLASENCIA","(1985.0, 1990.0]",1,"N",0.75,0.25,5.61,141,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0,1,8.64,142,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Formación Profesional","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.3,0,7,145,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"N",0.5555555555555556,0.2222222222222222,6.064,148,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","ALISEDA","(1990.0, 1995.0]",1,"N",0,0.8,5.846,156,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",0,"S",0,0.8333333333333334,9.494,157,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","PLASENCIA","(1985.0, 1990.0]",1,"S",0.5714285714285714,0.1428571428571428,8.15,159,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CASAS DE DON PEDRO","(1990.0, 1995.0]",1,"S",0,0.8333333333333334,7.904,162,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CALERA Y CHOZAS","(1990.0, 1995.0]",1,"S",0.5,0,7.185,163,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.1,0.1,6.454,165,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","DON BENITO","(1985.0, 1990.0]",1,"S",0.625,0,8.08,166,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","ZARZA DE ALANGE","(1990.0, 1995.0]",1,"S",0.1111111111111111,0.1111111111111111,6.62,167,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","VILLAR DE RENA","(1985.0, 1990.0]",1,"S",0.625,0,6.23,168,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",1,"S",0,1,8.314,172,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.5,0,5.676,176,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.2222222222222222,6.178,177,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.2,0.1,5.96,182,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","GUADALUPE","(1990.0, 1995.0]",0,"S",0,0.8333333333333334,7.778,184,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","MADRID","(1990.0, 1995.0]",1,"S",0.375,0.25,5.872,185,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","ALCUÉSCAR","(1990.0, 1995.0]",1,"N",0.1,0.2,5.465,187,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","BARCARROTA","(1990.0, 1995.0]",0,"N",0.25,0.25,9.078,188,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",1,0,6.068,190,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","VALENCIA DE ALCÁNTARA","(1990.0, 1995.0]",1,"N",0.7,0.1,5.318,192,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","D","CÁCERES","(1990.0, 1995.0]",1,"N",0.2222222222222222,0.2222222222222222,7.046,193,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.3333333333333333,7.278,194,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","BADAJOZ","(1985.0, 1990.0]",1,"S",0.3,0,6.14,195,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","TALAVERA DE LA REINA","(1990.0, 1995.0]",1,"S",1,0,8.15,196,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Formación Profesional","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",1,0,6.85,198,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1985.0, 1990.0]",1,"N",0.9,0,5.53,200,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","D","MÉRIDA","(1990.0, 1995.0]",1,"N",0.25,0.0833333333333333,6.704,204,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","GUAREÑA","(1990.0, 1995.0]",1,"S",0.3,0,6.794,207,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","ACEUCHAL","(1990.0, 1995.0]",1,"N",0.9,0,5.232,211,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","DON BENITO","(1990.0, 1995.0]",1,"N",1,0,5.124,212,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.5,0,6.582,215,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1985.0, 1990.0]",1,"N",0.7,0,5,218,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",0,"N",0,0.8333333333333334,11.01,220,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","MONESTERIO","(1990.0, 1995.0]",0,"S",0,0.8333333333333334,9.306,222,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.4,0.1,6.498,223,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"N",0.2,0.1,7.982,224,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.875,0,5.3,225,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.6,0,6.45,226,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.3,0,6.54,229,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.5,0,5.96,230,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.3,0.1,6.384,234,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.2222222222222222,0.1111111111111111,7.808,235,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.6,0,5.032,236,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.4,0,5.018,238,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.4444444444444444,0.2222222222222222,6.24,240,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","DON BENITO","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.1111111111111111,6.324,241,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","VILLAR DEL REY","(1990.0, 1995.0]",1,"N",1,0,6.978,248,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","LOS SANTOS DE MAIMONA","(1985.0, 1990.0]",1,"N",0.1666666666666666,0.5,5.91,249,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"N",0.6,0,5.25,250,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.875,0,6.43,252,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.9,0,5.758,254,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","LOS SANTOS DE MAIMONA","(1990.0, 1995.0]",1,"N",0.2727272727272727,0.2727272727272727,6.814,255,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","NAVALMORAL DE LA MATA","(1990.0, 1995.0]",1,"S",0.125,0.5,7.31,256,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"N",0.9,0,6.236,259,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"S",0.5,0,5.974,261,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","SALAMANCA","(1990.0, 1995.0]",1,"N",1,0,6.058,262,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","ZARZA DE GRANADILLA","(1990.0, 1995.0]",1,"N",0.875,0,5.431,263,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","BIENVENIDA","(1990.0, 1995.0]",1,"S",1,0,6.206,264,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.8,0,6.182,268,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.8,0,5.701,269,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.3333333333333333,5.736,271,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.4,0.1,5.422,272,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","CALERA Y CHOZAS","(1990.0, 1995.0]",1,"N",0.3,0.2,5.257,273,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","0","JUN","Selectividad","H","CABEZA DEL BUEY","(1985.0, 1990.0]",0,"N",0,1,7.98,274,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","D","CÁCERES","(1990.0, 1995.0]",1,"N",1,0,5.464,275,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","JUN","Selectividad","H","PLASENCIA","(1985.0, 1990.0]",1,"N",0.75,0,5.77,276,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2012-13","1","SEP","Selectividad","H","VILLANUEVA DE LA SERENA","(1985.0, 1990.0]",1,"N",1,0,5.19,277,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","BARCELONA","(1990.0, 1995.0]",1,"N",0.5,0.1,5.378,279,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Selectividad","D","MADRID","(1990.0, 1995.0]",1,"S",0.3333333333333333,0.0833333333333333,5.6,286,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Selectividad","H","GUAREÑA","(1990.0, 1995.0]",1,"S",0.1111111111111111,0.4444444444444444,7.514,288,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0,0.8333333333333334,8.296,292,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","BADAJOZ","(1985.0, 1990.0]",1,"N",0.9,0,5.51,293,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.7,0,5.604,294,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.4444444444444444,0.1111111111111111,7.078,299,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.6,0,6.304,304,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Selectividad","H","CILLEROS","(1990.0, 1995.0]",0,"N",0,1,10.24,305,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","HORNACHOS","(1990.0, 1995.0]",1,"N",0,0.5714285714285714,8.326,307,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0,0.6666666666666666,7.642,310,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Selectividad","H","HORNACHOS","(1990.0, 1995.0]",1,"S",0.1428571428571428,0.4285714285714285,6.998,311,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Formación Profesional","H","MADRID","(1980.0, 1985.0]",1,"N",0.5,0.3333333333333333,8.18,314,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Selectividad","H","MONTIJO","(1990.0, 1995.0]",0,"S",0,0.8333333333333334,9.609,318,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Selectividad","H","ROBLEDILLO DE LA VERA","(1990.0, 1995.0]",1,"N",0.2,0.6,6.994,327,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.5555555555555556,0.1111111111111111,7.161,332,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","JUN","Formación Profesional","H","MÉRIDA","(1985.0, 1990.0]",1,"N",0.2222222222222222,0.2222222222222222,6.31,334,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Formación Profesional","H","BADAJOZ","(1985.0, 1990.0]",1,"S",0.3333333333333333,0.1666666666666666,6.54,340,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Formación Profesional","H","MÉRIDA","(1990.0, 1995.0]",1,"S",0.2222222222222222,0.3333333333333333,6.08,341,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","D","BADAJOZ","(1990.0, 1995.0]",1,"N",0.8,0.1,5.986,349,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","SEP","Formación Profesional","H","CÁCERES","(1980.0, 1985.0]",1,"S",0.3333333333333333,0.2222222222222222,5.6,350,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.5,0,6.092,358,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.4,0,5.404,359,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","PLASENCIA","(1990.0, 1995.0]",1,"N",0.4,0,6.508,363,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","BARCARROTA","(1990.0, 1995.0]",1,"S",0.1111111111111111,0.2222222222222222,7.766,368,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.5,0.25,9.032,371,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","D","ALICANTE/ALACANT","(1990.0, 1995.0]",1,"N",0.6,0,5.814,375,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","CAMPANARIO","(1990.0, 1995.0]",1,"S",0.6,0,7.64,379,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.9,0,5.726,380,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","JUN","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"N",0.3,0,6.892,381,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","SEP","Selectividad","H","VILLANUEVA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.25,0.25,5.992,385,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","SEP","Selectividad","D","ALICANTE/ALACANT","(1990.0, 1995.0]",1,"N",0.2,0.1,5.742,386,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","ALCÁNTARA","(1990.0, 1995.0]",1,"S",0.6,0,5.8,387,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","BADAJOZ","(1990.0, 1995.0]",1,"S",0.3,0,5.918,388,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","D","ZALAMEA DE LA SERENA","(1990.0, 1995.0]",1,"N",0.5,0.2,8.104,390,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","0","SEP","Selectividad","H","ORELLANA LA VIEJA","(1990.0, 1995.0]",1,"S",0.5555555555555556,0.2222222222222222,5.846,391,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","CORIA","(1990.0, 1995.0]",1,"N",0.9,0,5.386,394,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","CÁCERES","(1990.0, 1995.0]",1,"S",0.3,0.2,5.992,396,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","H","PALMA DE MALLORCA","(1990.0, 1995.0]",1,"N",0.2222222222222222,0.1111111111111111,7.552,400,1627
"GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES","2013-14","1","SEP","Selectividad","D","CORIA","(1990.0, 1995.0]",1,"S",0.5,0.25,6.45,401,1627
